time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,precipitation_sum,rain_sum,snowfall_sum,windspeed_10m_max,windspeed_10m_mean,windgusts_10m_max,relative_humidity_2m_max,relative_humidity_2m_min,relative_humidity_2m_mean,shortwave_radiation_sum,sunshine_duration,et0_fao_evapotranspiration,city,latitude,longitude
2020-01-01,18.5,10.4,14.0,16.4,9.9,12.5,0.0,0.0,0.0,11.5,5.4,20.2,92,40,66,10.57,25214.31,2.07,Cairo,30.06263,31.24967
2020-01-02,17.1,7.7,12.5,11.9,4.2,9.1,0.0,0.0,0.0,21.9,11.5,39.6,76,33,51,12.42,32523.04,2.8,Cairo,30.06263,31.24967
2020-01-03,16.0,7.4,11.8,9.5,4.0,7.2,0.0,0.0,0.0,28.2,20.9,49.0,90,28,58,13.01,33823.71,3.13,Cairo,30.06263,31.24967
2020-01-04,16.7,9.5,12.6,12.8,6.4,8.9,0.1,0.1,0.0,23.8,17.2,39.6,85,44,61,8.91,33350.6,2.49,Cairo,30.06263,31.24967
2020-01-05,17.4,7.0,12.1,13.0,3.0,8.1,0.0,0.0,0.0,20.4,16.0,37.1,72,37,54,13.04,33899.49,3.04,Cairo,30.06263,31.24967
2020-01-06,18.3,8.4,13.2,11.9,3.7,8.2,0.0,0.0,0.0,34.4,23.2,57.6,70,35,51,12.48,33941.09,3.73,Cairo,30.06263,31.24967
2020-01-07,16.4,10.6,13.0,10.0,6.4,8.1,0.1,0.1,0.0,33.4,22.1,56.2,70,35,50,11.93,33184.75,3.56,Cairo,30.06263,31.24967
2020-01-08,17.0,7.2,12.1,11.7,3.1,7.8,0.0,0.0,0.0,26.6,19.1,47.2,78,41,56,12.1,34031.37,3.03,Cairo,30.06263,31.24967
2020-01-09,15.8,8.8,12.0,11.1,5.5,8.6,3.5,3.5,0.0,23.9,15.8,43.2,91,46,65,9.53,24121.94,2.26,Cairo,30.06263,31.24967
2020-01-10,17.5,8.3,12.3,13.8,6.1,9.8,1.3,1.3,0.0,18.2,11.4,32.8,87,44,71,11.06,33875.81,2.12,Cairo,30.06263,31.24967
2020-01-11,18.0,7.0,13.0,16.5,5.1,11.6,0.0,0.0,0.0,9.7,4.7,17.6,98,40,70,12.46,33089.83,1.99,Cairo,30.06263,31.24967
2020-01-12,18.0,11.0,13.7,15.9,8.1,11.5,0.1,0.1,0.0,11.5,7.9,23.0,70,41,60,7.86,20114.79,1.87,Cairo,30.06263,31.24967
2020-01-13,19.4,9.1,13.9,16.9,7.0,12.0,0.0,0.0,0.0,10.1,6.5,20.2,84,37,60,13.75,34295.18,2.48,Cairo,30.06263,31.24967
2020-01-14,19.6,10.8,15.2,15.5,8.2,12.5,0.1,0.1,0.0,21.6,14.7,37.8,86,40,63,9.43,18000.0,2.67,Cairo,30.06263,31.24967
2020-01-15,23.2,12.7,17.1,18.6,10.4,14.0,0.0,0.0,0.0,24.3,19.5,42.1,95,31,62,13.14,34415.98,3.74,Cairo,30.06263,31.24967
2020-01-16,18.5,12.5,16.0,14.5,8.8,12.3,0.0,0.0,0.0,30.9,18.3,51.8,62,39,51,13.76,34480.51,3.78,Cairo,30.06263,31.24967
2020-01-17,18.5,11.1,14.4,14.7,7.6,11.4,3.8,3.8,0.0,26.3,18.6,45.0,87,52,69,9.7,32922.29,2.52,Cairo,30.06263,31.24967
2020-01-18,18.0,11.2,13.7,14.7,9.5,11.7,1.6,1.6,0.0,18.1,12.2,33.8,95,49,75,9.42,29899.59,1.95,Cairo,30.06263,31.24967
2020-01-19,17.1,9.3,13.0,13.8,6.8,10.8,0.3,0.3,0.0,16.5,11.1,29.5,88,46,70,6.42,16485.78,1.61,Cairo,30.06263,31.24967
2020-01-20,18.1,9.8,13.6,14.5,7.3,10.9,0.1,0.1,0.0,20.4,12.7,34.2,86,45,65,9.25,32932.79,2.35,Cairo,30.06263,31.24967
2020-01-21,17.5,10.9,13.7,11.9,8.6,10.1,0.0,0.0,0.0,26.5,14.2,44.6,69,29,52,10.97,30695.85,3.03,Cairo,30.06263,31.24967
2020-01-22,17.5,8.3,12.8,13.2,6.5,10.1,0.1,0.1,0.0,16.6,8.3,29.2,84,31,57,9.35,22566.73,2.21,Cairo,30.06263,31.24967
2020-01-23,18.0,8.3,13.3,14.7,4.6,10.2,0.1,0.1,0.0,15.6,10.9,28.4,68,41,54,8.79,23629.66,2.39,Cairo,30.06263,31.24967
2020-01-24,18.3,10.2,14.1,13.6,6.8,10.6,0.0,0.0,0.0,22.1,15.3,38.9,76,35,54,10.07,30843.93,3.01,Cairo,30.06263,31.24967
2020-01-25,17.2,6.5,11.9,13.6,3.5,8.7,0.0,0.0,0.0,15.9,9.1,28.1,70,32,51,15.05,35156.77,2.95,Cairo,30.06263,31.24967
2020-01-26,18.3,7.0,13.0,14.1,4.3,9.4,0.0,0.0,0.0,20.0,13.9,36.0,76,34,52,15.15,35184.78,3.44,Cairo,30.06263,31.24967
2020-01-27,19.8,8.5,13.7,15.5,5.4,10.0,0.0,0.0,0.0,19.1,14.8,33.5,79,27,53,13.7,34403.16,3.4,Cairo,30.06263,31.24967
2020-01-28,19.5,8.4,13.9,17.2,6.7,11.6,0.0,0.0,0.0,14.7,8.9,28.4,88,36,60,15.04,35245.11,2.97,Cairo,30.06263,31.24967
2020-01-29,20.1,9.8,14.7,17.6,8.6,13.0,0.0,0.0,0.0,11.3,6.9,25.6,93,37,64,11.87,34086.76,2.41,Cairo,30.06263,31.24967
2020-01-30,20.1,9.7,15.1,17.3,8.0,12.7,0.0,0.0,0.0,13.8,8.9,27.7,86,29,55,15.31,35310.96,3.19,Cairo,30.06263,31.24967
2020-01-31,21.0,10.0,14.4,18.0,6.6,11.3,0.2,0.2,0.0,17.1,11.1,31.3,59,33,49,11.38,35025.04,3.11,Cairo,30.06263,31.24967
2020-02-01,20.4,8.3,14.3,17.2,6.1,11.9,0.0,0.0,0.0,17.4,8.2,31.7,78,34,56,14.32,34428.32,2.92,Cairo,30.06263,31.24967
2020-02-02,20.0,9.2,14.4,17.7,7.3,12.6,0.0,0.0,0.0,9.7,6.4,20.9,89,34,60,14.38,34547.85,2.69,Cairo,30.06263,31.24967
2020-02-03,20.9,9.2,14.9,18.1,7.8,12.9,0.0,0.0,0.0,14.4,9.4,28.1,96,35,64,14.68,33906.21,3.01,Cairo,30.06263,31.24967
2020-02-04,21.4,11.2,15.9,18.8,10.2,14.4,0.0,0.0,0.0,14.3,7.7,28.4,86,39,63,12.62,27886.4,2.7,Cairo,30.06263,31.24967
2020-02-05,22.0,10.8,16.4,17.8,7.9,13.2,0.0,0.0,0.0,22.4,15.8,41.0,78,32,53,16.06,35541.21,4.08,Cairo,30.06263,31.24967
2020-02-06,23.8,13.7,17.8,19.8,9.1,13.7,0.0,0.0,0.0,26.3,18.6,45.0,53,23,40,16.06,35585.21,4.99,Cairo,30.06263,31.24967
2020-02-07,18.2,13.3,15.6,14.0,10.0,11.5,0.1,0.1,0.0,27.2,14.9,47.2,53,26,37,15.23,28988.93,4.08,Cairo,30.06263,31.24967
2020-02-08,17.3,9.2,12.9,12.9,6.5,9.5,0.0,0.0,0.0,23.1,14.9,41.0,79,35,60,10.72,32047.82,2.68,Cairo,30.06263,31.24967
2020-02-09,16.1,9.1,12.3,10.9,7.1,9.0,0.0,0.0,0.0,21.4,12.1,40.3,81,31,56,10.49,28719.09,2.7,Cairo,30.06263,31.24967
2020-02-10,15.6,10.3,12.8,11.3,7.4,9.3,0.0,0.0,0.0,17.7,11.9,33.5,60,40,50,8.71,13257.26,2.59,Cairo,30.06263,31.24967
2020-02-11,18.4,9.6,13.7,14.6,6.4,10.8,0.1,0.1,0.0,19.1,11.1,33.1,69,40,55,7.35,16747.17,2.29,Cairo,30.06263,31.24967
2020-02-12,20.9,9.2,15.0,18.0,5.2,11.6,0.0,0.0,0.0,18.7,14.8,34.2,68,36,51,16.73,35880.13,3.94,Cairo,30.06263,31.24967
2020-02-13,24.6,11.6,17.7,22.7,8.1,15.1,0.0,0.0,0.0,18.3,11.0,28.8,66,28,45,17.0,35933.63,4.01,Cairo,30.06263,31.24967
2020-02-14,22.1,12.3,16.8,18.9,10.0,14.4,0.0,0.0,0.0,18.7,15.3,32.0,85,39,64,10.31,21531.21,2.95,Cairo,30.06263,31.24967
2020-02-15,23.1,10.3,16.1,22.1,9.7,15.2,0.0,0.0,0.0,13.8,7.1,27.7,100,40,71,16.38,34064.04,3.17,Cairo,30.06263,31.24967
2020-02-16,20.4,12.3,16.5,17.5,11.6,14.5,0.2,0.2,0.0,17.2,11.5,32.4,93,39,64,12.43,28190.58,2.96,Cairo,30.06263,31.24967
2020-02-17,20.9,12.3,16.1,17.8,11.6,14.1,0.0,0.0,0.0,17.4,12.1,31.0,94,37,67,12.13,34393.81,2.93,Cairo,30.06263,31.24967
2020-02-18,19.3,10.8,14.5,17.4,9.6,13.0,0.3,0.3,0.0,20.3,8.7,36.7,94,42,72,12.46,32516.23,2.4,Cairo,30.06263,31.24967
2020-02-19,18.8,10.3,14.2,14.7,9.0,12.1,0.7,0.7,0.0,20.6,11.3,38.2,93,38,71,13.82,33542.47,2.72,Cairo,30.06263,31.24967
2020-02-20,20.1,9.7,14.7,17.3,7.9,12.8,0.0,0.0,0.0,15.3,9.9,31.0,94,36,65,17.76,36216.65,3.27,Cairo,30.06263,31.24967
2020-02-21,21.3,10.2,15.4,16.1,6.5,11.5,0.0,0.0,0.0,29.1,17.6,51.8,68,29,51,15.16,35085.14,4.15,Cairo,30.06263,31.24967
2020-02-22,19.0,9.7,14.6,15.7,7.7,12.4,0.0,0.0,0.0,15.1,9.6,28.4,85,36,61,12.72,30849.11,2.78,Cairo,30.06263,31.24967
2020-02-23,19.0,12.5,14.9,16.2,10.9,12.9,0.3,0.3,0.0,16.6,6.8,30.2,70,31,56,9.35,15395.33,2.33,Cairo,30.06263,31.24967
2020-02-24,15.7,9.2,12.4,13.7,7.5,10.9,4.4,4.4,0.0,12.1,7.5,26.3,91,59,76,12.94,32596.38,2.03,Cairo,30.06263,31.24967
2020-02-25,19.5,9.7,13.6,16.0,8.4,12.0,3.2,3.2,0.0,19.5,9.9,35.3,98,41,78,13.74,32698.98,2.45,Cairo,30.06263,31.24967
2020-02-26,21.8,9.9,15.3,20.8,6.8,13.6,0.0,0.0,0.0,15.0,11.2,27.4,89,43,68,18.89,36518.71,3.42,Cairo,30.06263,31.24967
2020-02-27,24.5,11.9,18.0,22.9,9.5,16.2,0.0,0.0,0.0,13.0,10.1,24.8,74,29,55,16.69,34141.17,3.7,Cairo,30.06263,31.24967
2020-02-28,26.3,13.4,19.3,24.0,11.0,17.1,0.0,0.0,0.0,16.5,12.0,29.5,85,20,50,19.37,36745.57,4.74,Cairo,30.06263,31.24967
2020-02-29,20.6,10.7,16.0,16.6,9.7,13.8,0.0,0.0,0.0,22.4,13.1,39.6,98,36,65,16.0,36276.49,3.51,Cairo,30.06263,31.24967
2020-03-01,21.3,10.5,15.9,19.2,8.4,13.6,0.0,0.0,0.0,14.9,10.3,26.3,81,34,55,19.41,36864.27,3.94,Cairo,30.06263,31.24967
2020-03-02,22.1,10.3,15.9,20.1,8.6,13.9,0.0,0.0,0.0,21.0,8.4,34.2,75,32,54,19.7,36985.28,3.93,Cairo,30.06263,31.24967
2020-03-03,24.8,10.8,17.3,20.7,8.3,14.0,0.0,0.0,0.0,21.4,17.3,38.5,80,23,53,19.87,36056.22,4.97,Cairo,30.06263,31.24967
2020-03-04,26.7,9.3,18.4,24.3,7.8,16.4,0.0,0.0,0.0,17.1,8.3,29.9,94,18,52,20.5,37234.31,4.41,Cairo,30.06263,31.24967
2020-03-05,27.6,16.4,21.4,24.8,11.1,17.5,0.0,0.0,0.0,20.9,15.0,37.4,43,17,28,20.12,37363.16,6.36,Cairo,30.06263,31.24967
2020-03-06,20.7,14.5,17.9,17.6,11.5,14.6,0.2,0.2,0.0,23.0,15.4,47.5,63,34,44,14.73,23711.96,4.31,Cairo,30.06263,31.24967
2020-03-07,23.0,13.2,17.6,21.3,12.8,16.2,0.0,0.0,0.0,14.0,9.6,26.3,93,31,60,19.0,35936.38,3.99,Cairo,30.06263,31.24967
2020-03-08,26.9,11.7,19.1,23.0,10.0,16.4,0.0,0.0,0.0,22.9,17.3,41.8,91,22,55,21.15,37932.95,5.3,Cairo,30.06263,31.24967
2020-03-09,31.7,13.9,21.6,26.4,10.8,18.1,0.0,0.0,0.0,26.8,16.0,46.8,69,11,35,21.05,37634.71,6.79,Cairo,30.06263,31.24967
2020-03-10,23.7,11.8,17.8,21.1,10.6,15.3,0.0,0.0,0.0,24.2,13.7,42.8,89,27,55,21.08,37908.88,4.77,Cairo,30.06263,31.24967
2020-03-11,25.7,12.9,18.0,22.5,10.4,14.9,0.2,0.2,0.0,29.0,23.4,49.7,88,38,64,17.95,36327.53,4.52,Cairo,30.06263,31.24967
2020-03-12,20.8,13.1,16.6,19.2,8.6,14.6,43.1,43.1,0.0,31.8,21.4,53.6,93,66,83,7.99,13181.2,1.85,Cairo,30.06263,31.24967
2020-03-13,19.2,12.2,15.2,16.8,8.3,12.8,9.9,9.9,0.0,36.7,22.5,60.1,93,58,84,11.86,20164.19,2.13,Cairo,30.06263,31.24967
2020-03-14,22.3,14.6,17.9,21.9,13.9,17.5,1.8,1.8,0.0,18.0,12.1,29.9,95,56,79,14.73,33783.43,2.72,Cairo,30.06263,31.24967
2020-03-15,24.5,15.0,19.0,24.9,15.6,19.7,0.0,0.0,0.0,13.5,6.0,23.8,93,50,74,20.04,38022.34,3.67,Cairo,30.06263,31.24967
2020-03-16,25.3,14.1,19.2,25.6,13.7,19.2,0.0,0.0,0.0,13.8,8.8,24.5,89,43,70,21.46,39446.28,4.12,Cairo,30.06263,31.24967
2020-03-17,18.7,12.6,15.4,14.8,9.1,13.0,0.4,0.4,0.0,30.5,16.9,50.8,95,44,71,15.73,32531.79,3.16,Cairo,30.06263,31.24967
2020-03-18,19.8,10.8,14.6,16.6,8.4,11.6,0.0,0.0,0.0,22.6,15.0,38.5,77,40,59,18.18,37143.58,3.73,Cairo,30.06263,31.24967
2020-03-19,20.0,9.7,14.1,16.1,7.5,11.4,0.0,0.0,0.0,25.0,14.2,43.9,89,34,65,19.8,39303.84,3.72,Cairo,30.06263,31.24967
2020-03-20,17.1,8.4,12.6,12.3,5.8,9.2,0.4,0.4,0.0,27.0,15.6,46.4,80,42,63,16.1,39452.95,3.18,Cairo,30.06263,31.24967
2020-03-21,19.3,9.3,13.7,15.1,7.7,10.8,0.0,0.0,0.0,21.1,12.3,39.2,87,28,60,17.68,39754.49,3.57,Cairo,30.06263,31.24967
2020-03-22,21.8,7.4,14.9,19.7,4.9,12.4,0.0,0.0,0.0,14.3,9.6,25.6,86,26,52,23.5,41004.01,4.61,Cairo,30.06263,31.24967
2020-03-23,30.1,13.4,22.3,24.6,10.8,17.5,0.0,0.0,0.0,34.7,20.9,58.3,51,12,26,20.93,39623.86,7.91,Cairo,30.06263,31.24967
2020-03-24,27.1,14.6,20.5,25.3,12.0,18.4,0.0,0.0,0.0,19.4,11.0,35.3,62,26,43,23.04,41349.43,5.57,Cairo,30.06263,31.24967
2020-03-25,24.7,12.4,18.4,22.8,11.5,16.4,0.0,0.0,0.0,20.1,13.9,32.8,97,29,58,21.91,34000.32,4.93,Cairo,30.06263,31.24967
2020-03-26,29.5,15.4,20.9,28.0,12.9,18.2,0.1,0.1,0.0,26.3,15.2,42.5,77,21,46,15.29,22933.94,5.14,Cairo,30.06263,31.24967
2020-03-27,27.9,16.3,21.7,26.4,13.7,18.7,0.0,0.0,0.0,28.3,20.5,45.4,64,28,46,22.41,41665.58,6.69,Cairo,30.06263,31.24967
2020-03-28,23.6,15.0,18.5,21.4,13.6,16.7,0.1,0.1,0.0,17.4,12.0,30.2,91,25,56,22.5,38890.09,4.91,Cairo,30.06263,31.24967
2020-03-29,26.8,12.0,19.5,23.7,10.5,17.1,0.0,0.0,0.0,15.5,9.6,32.0,80,16,42,23.72,41894.84,5.53,Cairo,30.06263,31.24967
2020-03-30,31.2,16.3,23.5,26.7,12.6,19.5,0.0,0.0,0.0,21.6,15.7,39.6,41,11,24,22.71,37952.12,7.65,Cairo,30.06263,31.24967
2020-03-31,31.1,18.0,24.8,27.2,15.8,19.8,0.0,0.0,0.0,32.9,23.2,55.8,57,12,22,23.67,41265.59,9.56,Cairo,30.06263,31.24967
2020-04-01,25.1,14.9,19.7,22.9,13.7,18.0,0.0,0.0,0.0,19.2,9.4,30.6,79,28,50,18.74,38247.91,4.45,Cairo,30.06263,31.24967
2020-04-02,25.7,14.9,20.0,24.5,14.9,18.7,0.0,0.0,0.0,20.6,9.3,33.5,82,24,52,23.76,42320.45,5.29,Cairo,30.06263,31.24967
2020-04-03,29.1,14.3,22.2,27.5,12.8,19.7,0.0,0.0,0.0,20.5,11.6,32.8,67,17,37,23.93,42424.75,6.52,Cairo,30.06263,31.24967
2020-04-04,35.4,19.3,27.0,31.5,15.2,22.5,0.0,0.0,0.0,29.2,19.9,50.4,37,7,21,24.52,42528.78,9.48,Cairo,30.06263,31.24967
2020-04-05,29.2,19.8,25.6,27.1,17.9,22.0,0.0,0.0,0.0,28.2,18.7,45.7,55,15,27,24.12,42632.82,8.69,Cairo,30.06263,31.24967
2020-04-06,26.6,15.1,20.7,25.6,14.4,19.0,0.0,0.0,0.0,21.6,12.7,38.2,82,26,51,23.29,40403.63,5.62,Cairo,30.06263,31.24967
2020-04-07,24.7,14.0,19.2,22.5,12.2,16.7,0.0,0.0,0.0,21.7,13.1,35.3,71,23,46,24.59,42840.71,5.78,Cairo,30.06263,31.24967
2020-04-08,24.0,13.3,18.6,22.2,12.8,16.8,0.0,0.0,0.0,20.4,9.5,36.0,83,28,52,19.87,32082.49,4.66,Cairo,30.06263,31.24967
2020-04-09,22.9,14.0,18.6,19.6,13.8,16.4,0.0,0.0,0.0,23.8,12.0,42.8,83,30,53,17.82,34906.71,4.52,Cairo,30.06263,31.24967
2020-04-10,22.6,13.1,17.7,19.2,12.2,15.5,0.3,0.3,0.0,22.1,12.7,37.8,85,26,55,21.4,40717.89,4.69,Cairo,30.06263,31.24967
2020-04-11,24.5,12.4,18.3,22.4,11.3,16.5,0.0,0.0,0.0,20.1,8.9,36.0,80,24,51,20.6,42354.39,4.65,Cairo,30.06263,31.24967
2020-04-12,26.1,13.2,19.6,24.3,12.8,17.9,0.0,0.0,0.0,20.6,10.6,33.5,91,19,52,24.74,43022.18,5.58,Cairo,30.06263,31.24967
2020-04-13,26.2,14.0,19.9,23.6,13.2,17.6,0.0,0.0,0.0,22.7,13.3,38.9,94,16,49,25.25,42692.67,6.0,Cairo,30.06263,31.24967
2020-04-14,27.6,13.2,20.0,24.5,12.7,17.6,0.0,0.0,0.0,22.3,14.9,36.4,94,18,51,25.09,43092.5,6.26,Cairo,30.06263,31.24967
2020-04-15,29.2,14.9,22.1,27.0,13.8,20.6,0.0,0.0,0.0,14.5,9.7,28.4,86,21,48,21.66,41074.96,5.05,Cairo,30.06263,31.24967
2020-04-16,28.1,17.0,22.3,26.3,15.1,19.7,0.0,0.0,0.0,25.3,15.1,45.4,63,21,39,24.97,43162.9,6.65,Cairo,30.06263,31.24967
2020-04-17,28.1,15.5,21.0,24.1,14.6,18.4,0.0,0.0,0.0,24.9,17.0,42.8,84,23,52,19.18,38106.66,5.66,Cairo,30.06263,31.24967
2020-04-18,29.1,14.7,21.6,27.4,14.6,20.0,0.0,0.0,0.0,24.8,14.3,40.0,94,24,54,24.75,43200.0,6.34,Cairo,30.06263,31.24967
2020-04-19,29.5,15.3,22.2,27.1,14.8,19.9,0.0,0.0,0.0,22.6,18.2,40.0,93,23,51,24.94,43200.0,6.86,Cairo,30.06263,31.24967
2020-04-20,30.9,14.8,22.5,28.8,14.1,20.4,0.0,0.0,0.0,22.6,14.9,37.1,88,21,48,25.41,43200.0,6.78,Cairo,30.06263,31.24967
2020-04-21,33.7,17.3,25.5,32.6,15.8,23.3,0.0,0.0,0.0,15.0,10.2,29.2,61,12,31,25.57,43200.0,6.98,Cairo,30.06263,31.24967
2020-04-22,34.6,19.6,27.1,31.1,17.8,23.3,0.0,0.0,0.0,28.6,19.1,49.0,77,12,26,26.21,43200.0,9.47,Cairo,30.06263,31.24967
2020-04-23,30.4,16.4,23.0,29.8,17.4,22.6,0.0,0.0,0.0,24.5,8.7,39.2,95,20,54,25.83,43200.0,5.98,Cairo,30.06263,31.24967
2020-04-24,35.0,19.1,25.1,28.7,16.6,21.9,0.0,0.0,0.0,37.2,22.2,65.5,67,8,40,24.91,43200.0,8.58,Cairo,30.06263,31.24967
2020-04-25,25.9,16.1,20.3,21.9,15.6,18.1,0.0,0.0,0.0,25.8,15.7,47.9,78,26,54,18.74,36239.51,5.07,Cairo,30.06263,31.24967
2020-04-26,26.3,14.5,20.6,24.5,14.9,19.3,0.0,0.0,0.0,16.3,9.7,31.7,93,21,53,25.75,43200.0,5.74,Cairo,30.06263,31.24967
2020-04-27,28.9,16.0,23.2,27.7,15.0,21.6,0.0,0.0,0.0,16.9,9.0,36.4,65,27,41,20.25,43200.0,5.33,Cairo,30.06263,31.24967
2020-04-28,31.0,18.9,24.4,30.4,16.7,22.1,0.0,0.0,0.0,24.5,16.2,43.9,62,20,39,26.16,43200.0,7.67,Cairo,30.06263,31.24967
2020-04-29,28.1,16.2,21.6,26.6,15.2,19.8,0.0,0.0,0.0,22.3,12.1,40.3,78,20,46,26.1,42357.02,6.32,Cairo,30.06263,31.24967
2020-04-30,30.3,14.8,22.6,27.5,14.4,20.8,0.0,0.0,0.0,28.4,10.8,45.7,83,15,43,26.87,43200.0,6.58,Cairo,30.06263,31.24967
2020-05-01,32.5,18.1,25.7,32.3,17.0,24.4,0.0,0.0,0.0,17.6,8.3,36.4,56,20,35,26.16,43200.0,6.7,Cairo,30.06263,31.24967
2020-05-02,31.8,17.9,24.6,30.3,17.1,23.1,0.0,0.0,0.0,21.3,10.9,34.6,68,13,40,26.69,43200.0,6.86,Cairo,30.06263,31.24967
2020-05-03,32.0,16.9,24.6,29.7,17.0,23.0,0.0,0.0,0.0,17.6,11.4,34.6,80,15,42,26.19,43200.0,6.98,Cairo,30.06263,31.24967
2020-05-04,32.9,19.2,26.2,31.4,17.4,24.4,0.0,0.0,0.0,27.7,11.6,44.6,55,17,34,26.73,43282.29,7.43,Cairo,30.06263,31.24967
2020-05-05,28.3,18.4,22.3,24.2,16.4,20.1,0.0,0.0,0.0,31.3,16.8,58.3,69,19,46,25.03,43274.75,6.61,Cairo,30.06263,31.24967
2020-05-06,28.4,15.8,22.0,27.3,15.8,20.9,0.0,0.0,0.0,19.1,10.1,30.2,81,25,49,26.65,43011.96,6.19,Cairo,30.06263,31.24967
2020-05-07,32.5,16.1,24.6,31.2,15.7,23.4,0.0,0.0,0.0,19.3,7.2,32.8,75,15,39,27.34,43490.96,6.44,Cairo,30.06263,31.24967
2020-05-08,35.9,20.0,27.4,34.3,17.7,24.9,0.0,0.0,0.0,25.5,14.4,44.6,71,10,31,27.13,43486.72,8.49,Cairo,30.06263,31.24967
2020-05-09,30.4,18.0,23.5,29.1,17.9,22.3,0.0,0.0,0.0,22.2,14.6,36.7,81,21,52,24.25,43200.0,6.46,Cairo,30.06263,31.24967
2020-05-10,31.0,16.5,23.3,29.1,17.1,22.2,0.0,0.0,0.0,21.0,10.8,42.5,89,16,48,27.56,43236.18,6.72,Cairo,30.06263,31.24967
2020-05-11,32.6,16.4,24.4,28.8,15.9,21.9,0.0,0.0,0.0,26.4,18.7,43.6,89,15,44,28.01,43718.04,8.19,Cairo,30.06263,31.24967
2020-05-12,35.9,17.3,26.1,31.5,16.0,22.8,0.0,0.0,0.0,26.8,23.2,47.2,84,11,40,27.72,43716.39,9.39,Cairo,30.06263,31.24967
2020-05-13,37.2,19.5,27.6,33.0,17.5,23.7,0.0,0.0,0.0,27.8,22.0,46.8,63,9,31,23.83,40078.0,9.73,Cairo,30.06263,31.24967
2020-05-14,37.1,19.1,27.8,34.4,17.5,24.7,0.0,0.0,0.0,23.2,18.9,39.6,67,10,32,25.14,34640.27,9.21,Cairo,30.06263,31.24967
2020-05-15,36.7,21.1,28.2,33.4,20.7,26.0,0.0,0.0,0.0,31.1,21.1,51.8,68,18,40,23.76,39823.64,8.91,Cairo,30.06263,31.24967
2020-05-16,39.8,22.1,30.7,38.2,21.4,29.0,0.0,0.0,0.0,22.4,17.3,40.7,64,13,35,25.38,43200.0,9.14,Cairo,30.06263,31.24967
2020-05-17,41.6,24.6,33.0,39.3,22.3,30.5,0.0,0.0,0.0,23.2,18.5,39.6,43,11,25,27.11,43966.84,10.88,Cairo,30.06263,31.24967
2020-05-18,42.1,25.9,33.4,41.1,23.4,31.2,0.0,0.0,0.0,23.2,19.2,41.4,42,12,27,27.01,44098.12,10.93,Cairo,30.06263,31.24967
2020-05-19,42.8,25.0,34.1,40.8,24.3,32.0,0.0,0.0,0.0,24.0,16.8,38.5,50,9,26,27.63,44099.17,10.69,Cairo,30.06263,31.24967
2020-05-20,43.2,31.0,36.9,41.3,26.5,33.0,0.0,0.0,0.0,24.7,19.0,43.9,19,6,13,28.1,44233.28,12.56,Cairo,30.06263,31.24967
2020-05-21,43.4,28.8,36.9,43.2,25.8,34.0,0.0,0.0,0.0,25.8,10.9,58.0,19,7,12,26.4,44369.16,9.44,Cairo,30.06263,31.24967
2020-05-22,37.1,22.9,29.4,36.2,23.9,28.4,0.0,0.0,0.0,22.8,16.4,38.2,76,16,41,27.7,44236.61,8.73,Cairo,30.06263,31.24967
2020-05-23,32.4,20.9,25.7,31.7,18.6,24.7,0.0,0.0,0.0,25.1,15.2,42.8,75,22,47,26.7,44238.1,7.56,Cairo,30.06263,31.24967
2020-05-24,29.8,18.9,23.7,26.8,18.0,20.9,0.0,0.0,0.0,23.0,17.7,42.1,63,15,40,27.07,43966.12,7.78,Cairo,30.06263,31.24967
2020-05-25,31.1,16.0,23.9,30.0,15.9,22.8,0.0,0.0,0.0,21.9,8.2,37.1,76,16,42,28.74,44679.88,6.74,Cairo,30.06263,31.24967
2020-05-26,33.4,18.6,26.0,32.9,17.6,24.6,0.0,0.0,0.0,23.6,11.6,47.2,66,15,38,28.33,44678.03,7.53,Cairo,30.06263,31.24967
2020-05-27,32.9,18.9,25.9,32.7,18.3,24.8,0.0,0.0,0.0,22.6,13.4,38.9,76,21,42,28.27,44675.88,7.76,Cairo,30.06263,31.24967
2020-05-28,30.8,18.7,24.6,29.5,18.7,23.1,0.0,0.0,0.0,21.9,14.6,38.5,77,19,46,27.86,44394.66,7.45,Cairo,30.06263,31.24967
2020-05-29,29.1,17.9,23.5,28.4,17.5,22.0,0.0,0.0,0.0,26.0,13.0,42.8,70,22,44,28.66,45057.61,7.09,Cairo,30.06263,31.24967
2020-05-30,29.9,16.7,23.3,27.8,15.8,21.1,0.0,0.0,0.0,26.2,16.1,45.4,75,19,43,28.96,45165.45,7.55,Cairo,30.06263,31.24967
2020-05-31,32.2,17.0,24.5,29.3,16.0,22.1,0.0,0.0,0.0,20.4,16.4,34.6,76,15,40,28.91,45307.15,8.07,Cairo,30.06263,31.24967
2020-06-01,37.5,19.2,29.1,37.2,17.8,27.3,0.0,0.0,0.0,17.9,11.0,33.8,64,13,29,27.61,45308.02,8.0,Cairo,30.06263,31.24967
2020-06-02,31.7,20.6,26.6,29.9,20.9,24.8,0.0,0.0,0.0,24.0,15.5,44.6,72,18,38,28.94,45308.5,8.33,Cairo,30.06263,31.24967
2020-06-03,32.7,19.6,26.6,32.3,19.3,25.5,0.0,0.0,0.0,23.7,9.4,38.5,62,18,36,28.7,45421.82,7.32,Cairo,30.06263,31.24967
